Rank,Title,Year,Age_Rating,Genre,Director,Average_Rating,Similarity_Score
819,a perfect world,1993,pg-13,crime,clint eastwood,7.475,0.6611
820,incredibles 2,2018,pg,action,brad bird,8.075,0.6608
821,epic movie,2007,pg-13,fantasy,"jason friedberg, aaron seltzer",2.025,0.6607
822,jumanji,1995,pg,fantasy,joe johnston,5.85,0.6605
823,behind enemy lines,2001,pg-13,war,john moore,5.3500000000000005,0.6605
824,get on up,2014,pg-13,music,tate taylor,7.2,0.6604
825,terminator 3 rise of the machines,2003,r,thriller,jonathan mostow,6.525,0.6604
826,everest,2015,pg-13,drama,baltasar kormákur,6.9,0.6602
827,the stepford wives,2004,pg-13,science fiction,frank oz,4.45,0.66
828,the time travelers wife,2009,pg-13,fantasy,robert schwentke,5.625,0.6598
829,the name of the rose,1986,r,mystery,jean-jacques annaud,7.025,0.6596
830,batman,1989,pg-13,crime,tim burton,7.325,0.659
831,next,2007,pg-13,science fiction,lee tamahori,4.825,0.659
832,erin brockovich,2000,r,drama,steven soderbergh,7.65,0.6588
833,the departed,2006,r,drama,martin scorsese,8.575,0.6588
834,coming to america,1988,r,romance,john landis,6.5,0.6587
835,legally blonde 2 red white  blonde,2003,pg-13,romance,charles herman-wurmfeld,4.675,0.6585
836,broken arrow,1996,r,thriller,john woo,5.875,0.6584
837,american hustle,2013,r,drama,david o. russell,8.075,0.6583
838,ad astra,2019,pg-13,science fiction,james gray,7.225,0.6583
839,heartbreak ridge,1986,r,war,clint eastwood,6.45,0.6582
840,the imaginarium of doctor parnassus,2009,pg-13,mystery,terry gilliam,6.525,0.6582
841,the skeleton key,2005,pg-13,horror,iain softley,5.375,0.6582
842,the last airbender,2010,pg,action,m. night shyamalan,2.775,0.6581
843,the messengers,2007,pg-13,mystery,"danny pang, oxide chun pang",3.875,0.658
844,the lucky one,2012,pg-13,romance,scott hicks,4.875,0.658
845,the heat,2013,r,crime,paul feig,6.425,0.6579
846,the deep end of the ocean,1999,pg-13,mystery,ulu grosbard,5.375,0.6578
847,johnny english reborn,2011,pg,crime,oliver parker,5.25,0.6578
848,what happened to monday,2017,r,mystery,tommy wirkola,6.2,0.6575
849,the blues brothers,1980,r,crime,john landis,7.175,0.6574
850,evangelion 3010 thrice upon a time,2021,nr,science fiction,"mahiro maeda, katsuichi nakayama, kazuya tsurumaki",8.65,0.6572
851,the soloist,2009,pg-13,music,joe wright,6.3,0.6571
852,dreamgirls,2006,pg-13,music,bill condon,7.2,0.6571
853,thir13en ghosts,2001,r,horror,steve beck,4.175,0.657
854,wedding crashers,2005,r,comedy,david dobkin,6.85,0.657
855,kellys heroes,1970,pg,war,brian g. hutton,6.95,0.657
856,doctor strange,2016,pg-13,fantasy,scott derrickson,7.75,0.6569
857,step up 3d,2010,pg-13,romance,jon m. chu,5.55,0.6568
858,center stage,2000,pg-13,music,nicholas hytner,5.725,0.6567
859,devils due,2014,r,horror,"matt bettinelli-olpin, tyler gillett",3.575,0.6565
860,resident evil extinction,2007,r,science fiction,russell mulcahy,4.75,0.6565
861,live and let die,1973,pg,thriller,guy hamilton,6.35,0.6565
862,journey 2 the mysterious island,2012,pg,science fiction,brad peyton,5.125,0.6564
863,hercules,2014,pg-13,action,brett ratner,5.575,0.6562
864,quantum of solace,2008,pg-13,crime,marc forster,6.225,0.656
865,alice in wonderland,2010,pg,fantasy,tim burton,5.825,0.656
866,scream vi,2023,r,thriller,"matt bettinelli-olpin, tyler gillett",6.8,0.6559
867,mr six,2015,pg-13,crime,guan hu,6.925000000000001,0.6558
868,mars attacks,1996,pg-13,science fiction,tim burton,5.875,0.6557
869,grumpier old men,1995,pg-13,romance,howard deutch,4.975,0.6557
870,hellboy,2004,pg-13,fantasy,guillermo del toro,7.225,0.6556
871,free guy,2021,pg-13,science fiction,shawn levy,7.2,0.6554
872,music of the heart,1999,pg,music,wes craven,6.300000000000001,0.6552
873,star wars the rise of skywalker,2019,pg-13,action,j.j. abrams,5.775,0.655
874,domestic disturbance,2001,pg-13,mystery,harold becker,4.15,0.6549
875,justice league,2017,pg-13,action,zack snyder,5.15,0.6549
876,yours mine  ours,2005,pg,romance,raja gosnell,4.025,0.6547
877,pirates of the caribbean on stranger tides,2011,pg-13,action,rob marshall,5.225,0.6546
878,in the line of fire,1993,r,mystery,wolfgang petersen,7.8,0.6546
879,ferdinand,2017,pg,comedy,carlos saldanha,6.675,0.6545
880,pitch perfect 3,2017,pg-13,comedy,trish sie,4.8,0.6545
881,operation chromite,2016,r,war,john h. lee,5.275,0.6545
882,oppenheimer,2023,r,drama,christopher nolan,8.625,0.6543
883,the invitation,2022,pg-13,horror,jessica m. thompson,4.75,0.6542
884,no strings attached,2011,r,romance,ivan reitman,5.55,0.6541
885,sing,2016,pg,music,"garth jennings, christophe lourdelet",6.8,0.6541
886,crimson peak,2015,r,horror,guillermo del toro,6.75,0.6541
887,the karate kid part ii,1986,pg,romance,john g. avildsen,5.65,0.6541
888,timecop,1994,r,crime,peter hyams,5.225,0.654
889,the expendables 2,2012,r,thriller,simon west,6.199999999999999,0.6539
890,sicario day of the soldado,2018,r,crime,stefano sollima,6.575,0.6537
891,trainwreck,2015,r,romance,judd apatow,6.9750000000000005,0.6537
892,superman ii,1980,pg,science fiction,"richard lester, richard donner",7.525,0.6536
893,to rome with love,2012,r,romance,woody allen,5.55,0.6532
894,a perfect murder,1998,r,crime,andrew davis,5.9,0.6532
895,pokémon detective pikachu,2019,pg,action,rob letterman,6.375,0.6532
896,taps,1981,pg,war,harold becker,6.325,0.6532
897,signs,2002,pg-13,thriller,m. night shyamalan,6.725,0.653
898,the shining,1980,r,horror,stanley kubrick,7.875,0.653
899,deep blue sea,1999,r,science fiction,renny harlin,5.825,0.6529
900,flatliners,1990,r,horror,joel schumacher,5.9,0.6528
